group_id	#_items_in_group	lo_value	FDR
AK1	10	5.3269e-01	1.000000
MEIS1	10	5.3275e-01	1.000000
DPF1	10	5.3303e-01	1.000000
DCLK3	10	5.3317e-01	1.000000
C8orf82	10	5.3365e-01	1.000000
ZNF189	10	5.3372e-01	1.000000
CASZ1	10	5.3379e-01	1.000000
IMPA1	10	5.3386e-01	1.000000
CLDN19	10	5.3392e-01	1.000000
MKX	10	5.3406e-01	1.000000
ZNF184	10	5.3427e-01	1.000000
CCDC87	10	5.3434e-01	1.000000
ZNF789	10	5.3454e-01	1.000000
HINT3	10	5.3461e-01	1.000000
DPRX	10	5.3475e-01	1.000000
POU2F2	10	5.3489e-01	1.000000
MORF4L2	10	5.3516e-01	1.000000
ZNF71	10	5.3530e-01	1.000000
RANBP17	10	5.3564e-01	1.000000
MAP3K10	10	5.3585e-01	1.000000
HOXC11	10	5.3598e-01	1.000000
MED9	10	5.3633e-01	1.000000
C2orf81	10	5.3660e-01	1.000000
STX16	10	5.3667e-01	1.000000
DPPA4	10	5.3674e-01	1.000000
PARK2	10	5.3687e-01	1.000000
SPI1	10	5.3708e-01	1.000000
C1orf112	10	5.3749e-01	1.000000
HNRPLL	10	5.3756e-01	1.000000
DKC1	10	5.3769e-01	1.000000
KLF11	10	5.3783e-01	1.000000
MYH9	10	5.3797e-01	1.000000
C15orf43	10	5.3817e-01	1.000000
KLF3	10	5.3851e-01	1.000000
SOX21	10	5.3885e-01	1.000000
OBFC1	10	5.3906e-01	1.000000
TMEM217	10	5.3930e-01	1.000000
CHP2	10	5.3967e-01	1.000000
TGFBR2	10	5.4042e-01	1.000000
MIER2	10	5.4069e-01	1.000000
PLK3	10	5.4076e-01	1.000000
LDOC1	10	5.4204e-01	1.000000
ZFP42	10	5.4231e-01	1.000000
GAS2	10	5.4245e-01	1.000000
LOC100129361	10	5.4279e-01	1.000000
DDX25	10	5.4306e-01	1.000000
TMEM167B	10	5.4313e-01	1.000000
KSR2	10	5.4319e-01	1.000000
C14orf93	10	5.4326e-01	1.000000
MED29	10	5.4353e-01	1.000000
UBXN1	10	5.4373e-01	1.000000
AFMID	10	5.4380e-01	1.000000
CLEC3B	10	5.4394e-01	1.000000
CCDC130	10	5.4414e-01	1.000000
ARHGAP22	10	5.4421e-01	1.000000
FAT1	10	5.4454e-01	1.000000
SNRPN	10	5.4468e-01	1.000000
CCDC157	10	5.4515e-01	1.000000
CYP26B1	10	5.4522e-01	1.000000
ZNF620	10	5.4548e-01	1.000000
ETV3	10	5.4582e-01	1.000000
ZNF860	10	5.4596e-01	1.000000
ZNF354C	10	5.4616e-01	1.000000
TBX22	10	5.4643e-01	1.000000
ZBTB41	10	5.4656e-01	1.000000
TBL1Y	10	5.4683e-01	1.000000
NCAPD3	10	5.4723e-01	1.000000
DMAP1	10	5.4730e-01	1.000000
HSPB8	10	5.4743e-01	1.000000
C10orf120	10	5.4756e-01	1.000000
CDKN3	10	5.4770e-01	1.000000
EGLN3	10	5.4790e-01	1.000000
BCLAF1	10	5.4797e-01	1.000000
ANKS1A	10	5.4823e-01	1.000000
SSH3	10	5.4837e-01	1.000000
MST4	10	5.4843e-01	1.000000
PAPD7	10	5.4863e-01	1.000000
ZKSCAN1	10	5.4870e-01	1.000000
CUL4A	10	5.4890e-01	1.000000
COG3	10	5.4897e-01	1.000000
WDR83	10	5.4904e-01	1.000000
SNRPA	10	5.4917e-01	1.000000
FOXM1	10	5.4924e-01	1.000000
HERC3	10	5.4937e-01	1.000000
KLF5	10	5.4944e-01	1.000000
CAB39L	10	5.4950e-01	1.000000
ZNF639	10	5.4957e-01	1.000000
ZBTB3	10	5.4990e-01	1.000000
CCDC30	10	5.5010e-01	1.000000
C1orf56	10	5.5044e-01	1.000000
BNIP2	10	5.5057e-01	1.000000
BATF	10	5.5117e-01	1.000000
SCMH1	10	5.5157e-01	1.000000
CDC42BPB	10	5.5163e-01	1.000000
ZSCAN32	10	5.5170e-01	1.000000
FAM200B	10	5.5196e-01	1.000000
ZNF444	10	5.5203e-01	1.000000
NUPL1	10	5.5249e-01	1.000000
CHUK	10	5.5256e-01	1.000000
ZNF460	10	5.5263e-01	1.000000
DENND4A	10	5.5276e-01	1.000000
FANCE	10	5.5283e-01	1.000000
FAM171B	10	5.5289e-01	1.000000
SETDB1	10	5.5296e-01	1.000000
TIPIN	10	5.5336e-01	1.000000
HIST3H3	10	5.5349e-01	1.000000
ZNF326	10	5.5355e-01	1.000000
FGF22	10	5.5375e-01	1.000000
GHR	10	5.5408e-01	1.000000
ZBTB42	10	5.5422e-01	1.000000
E2F2	10	5.5441e-01	1.000000
ATF6B	10	5.5455e-01	1.000000
FAM189A2	10	5.5488e-01	1.000000
ZMYM6	10	5.5547e-01	1.000000
TMEM39B	10	5.5554e-01	1.000000
CASC5	10	5.5573e-01	1.000000
KAZN	10	5.5613e-01	1.000000
NEK5	10	5.5626e-01	1.000000
EMC8	10	5.5646e-01	1.000000
FAM228B	10	5.5652e-01	1.000000
MLL4	10	5.5672e-01	1.000000
ADRBK1	10	5.5692e-01	1.000000
HNRNPH2	10	5.5718e-01	1.000000
ZNF549	10	5.5738e-01	1.000000
TMEM59L	10	5.5771e-01	1.000000
EEF1E1	10	5.5777e-01	1.000000
PPP1CC	10	5.5784e-01	1.000000
C3orf80	10	5.5816e-01	1.000000
CXorf23	10	5.5843e-01	1.000000
IL37	10	5.5849e-01	1.000000
CCDC88B	10	5.5902e-01	1.000000
PTGES2	10	5.5915e-01	1.000000
SH3D19	10	5.5921e-01	1.000000
ZNF304	10	5.5928e-01	1.000000
RPS8	32	5.5934e-01	1.000000
ZNF569	10	5.5934e-01	1.000000
SOX6	10	5.5967e-01	1.000000
ZNF730	10	5.5973e-01	1.000000
TBX21	10	5.6006e-01	1.000000
FAM122A	10	5.6045e-01	1.000000
BRDT	10	5.6071e-01	1.000000
VHL	10	5.6084e-01	1.000000
CHCHD3	10	5.6104e-01	1.000000
SPAG8	10	5.6143e-01	1.000000
MLL3	10	5.6150e-01	1.000000
PSMB9	10	5.6169e-01	1.000000
ESRP1	10	5.6215e-01	1.000000
MSANTD4	10	5.6221e-01	1.000000
SCGB1A1	10	5.6247e-01	1.000000
GOLGA3	10	5.6260e-01	1.000000
FAM229B	10	5.6273e-01	1.000000
PRKX	10	5.6299e-01	1.000000
SNRNP40	10	5.6306e-01	1.000000
NPM3	10	5.6312e-01	1.000000
ZNF428	10	5.6338e-01	1.000000
MAP3K8	10	5.6351e-01	1.000000
KIAA0922	10	5.6377e-01	1.000000
MBIP	10	5.6393e-01	1.000000
MOCS2	10	5.6393e-01	1.000000
USP22	10	5.6409e-01	1.000000
C20orf27	10	5.6422e-01	1.000000
ENC1	10	5.6467e-01	1.000000
C19orf24	10	5.6480e-01	1.000000
PTPRR	10	5.6487e-01	1.000000
C8orf44	10	5.6513e-01	1.000000
TMEM25	10	5.6577e-01	1.000000
YPEL4	10	5.6622e-01	1.000000
CREB3	10	5.6629e-01	1.000000
MAST2	10	5.6635e-01	1.000000
APOBEC3G	10	5.6642e-01	1.000000
ADCK2	10	5.6648e-01	1.000000
CBX7	10	5.6655e-01	1.000000
ZCCHC4	10	5.6693e-01	1.000000
SGOL1	10	5.6725e-01	1.000000
UBTD2	10	5.6732e-01	1.000000
SND1	10	5.6758e-01	1.000000
PDK2	10	5.6822e-01	1.000000
NHS	10	5.6828e-01	1.000000
PRSS23	10	5.6848e-01	1.000000
SHH	10	5.6880e-01	1.000000
ZNF318	10	5.6892e-01	1.000000
SLU7	10	5.6905e-01	1.000000
PIP4K2A	10	5.6912e-01	1.000000
SYCE3	10	5.6924e-01	1.000000
FYN	10	5.6931e-01	1.000000
KIAA2022	10	5.6950e-01	1.000000
DNMT1	10	5.6963e-01	1.000000
IFI35	10	5.6969e-01	1.000000
SP7	10	5.7008e-01	1.000000
RIOK1	10	5.7020e-01	1.000000
XRCC6BP1	10	5.7033e-01	1.000000
DYNLT3	10	5.7059e-01	1.000000
NXF1	10	5.7072e-01	1.000000
ZNF23	10	5.7078e-01	1.000000
LMTK3	10	5.7097e-01	1.000000
MAPK13	10	5.7116e-01	1.000000
RPS15A	19	5.7122e-01	1.000000
G2E3	10	5.7129e-01	1.000000
SH3GLB2	10	5.7142e-01	1.000000
TPRX1	10	5.7148e-01	1.000000
ZC3H12B	10	5.7155e-01	1.000000
C3orf72	10	5.7180e-01	1.000000
ELAC2	10	5.7193e-01	1.000000
MTBP	10	5.7199e-01	1.000000
ZSCAN9	10	5.7206e-01	1.000000
XPO1	10	5.7212e-01	1.000000
NUP98	10	5.7218e-01	1.000000
PIK3C2A	10	5.7231e-01	1.000000
MYCBP	10	5.7250e-01	1.000000
TNFSF13	10	5.7263e-01	1.000000
CPE	10	5.7269e-01	1.000000
C2orf80	10	5.7288e-01	1.000000
RPL41	5	5.7295e-01	1.000000
SOX15	10	5.7301e-01	1.000000
ZNF567	10	5.7320e-01	1.000000
EDF1	10	5.7339e-01	1.000000
SEPT5	10	5.7345e-01	1.000000
TEX14	10	5.7358e-01	1.000000
CDKN2D	10	5.7371e-01	1.000000
C15orf27	10	5.7383e-01	1.000000
ZBTB20	10	5.7396e-01	1.000000
ZSCAN1	10	5.7447e-01	1.000000
C8orf74	10	5.7472e-01	1.000000
MTL5	10	5.7479e-01	1.000000
ZNF511	10	5.7485e-01	1.000000
CDKN2A	10	5.7504e-01	1.000000
IRF2BPL	10	5.7536e-01	1.000000
ZRANB3	10	5.7567e-01	1.000000
OPTN	10	5.7580e-01	1.000000
C17orf50	10	5.7592e-01	1.000000
FSTL3	10	5.7611e-01	1.000000
GUCY2C	10	5.7624e-01	1.000000
control	100	5.7632e-01	1.000000
ZNF274	10	5.7637e-01	1.000000
C2orf82	10	5.7656e-01	1.000000
ARID4B	10	5.7681e-01	1.000000
TATDN3	10	5.7687e-01	1.000000
RTF1	10	5.7693e-01	1.000000
TP53INP1	10	5.7700e-01	1.000000
GRHL3	10	5.7750e-01	1.000000
C6orf201	10	5.7775e-01	1.000000
TMEM232	10	5.7794e-01	1.000000
FAM127B	10	5.7819e-01	1.000000
FAM129C	10	5.7826e-01	1.000000
TEP1	10	5.7857e-01	1.000000
TRIAP1	10	5.7876e-01	1.000000
FAM110B	10	5.7888e-01	1.000000
WAC	10	5.7926e-01	1.000000
KLF7	10	5.7932e-01	1.000000
ZNF248	10	5.7951e-01	1.000000
REST	10	5.7957e-01	1.000000
PSMA2	10	5.7970e-01	1.000000
STAP1	10	5.7995e-01	1.000000
FAM163B	10	5.8004e-01	1.000000
XAF1	10	5.8020e-01	1.000000
ZSCAN16	10	5.8032e-01	1.000000
ING4	10	5.8039e-01	1.000000
ZNF195	10	5.8058e-01	1.000000
C1orf111	10	5.8070e-01	1.000000
PHTF1	10	5.8095e-01	1.000000
GMNC	10	5.8101e-01	1.000000
SLFN5	10	5.8108e-01	1.000000
PRMT6	10	5.8114e-01	1.000000
ARHGEF11	10	5.8126e-01	1.000000
CCDC77	10	5.8157e-01	1.000000
DMRTB1	10	5.8164e-01	1.000000
FAM78A	10	5.8182e-01	1.000000
FAM71B	10	5.8195e-01	1.000000
FIGLA	10	5.8201e-01	1.000000
SRF	10	5.8239e-01	1.000000
POLR1E	10	5.8245e-01	1.000000
BCL11B	10	5.8257e-01	1.000000
IRF8	10	5.8263e-01	1.000000
CGREF1	10	5.8276e-01	1.000000
TSPYL5	10	5.8288e-01	1.000000
NOP58	10	5.8332e-01	1.000000
KLF8	10	5.8338e-01	1.000000
TSEN34	10	5.8357e-01	1.000000
ZIC1	10	5.8382e-01	1.000000
USP1	10	5.8388e-01	1.000000
LYAR	10	5.8400e-01	1.000000
GCC2	10	5.8413e-01	1.000000
OMP	10	5.8437e-01	1.000000
FLI1	10	5.8450e-01	1.000000
URB1	10	5.8462e-01	1.000000
TOP2A	10	5.8481e-01	1.000000
MAST3	10	5.8518e-01	1.000000
NABP2	10	5.8524e-01	1.000000
DVL2	10	5.8530e-01	1.000000
GADD45GIP1	10	5.8549e-01	1.000000
KIAA0586	10	5.8561e-01	1.000000
C16orf62	10	5.8592e-01	1.000000
PABPC4	10	5.8623e-01	1.000000
C2orf74	10	5.8654e-01	1.000000
ZNF180	10	5.8673e-01	1.000000
WRNIP1	10	5.8703e-01	1.000000
TMEM11	10	5.8722e-01	1.000000
HTT	10	5.8728e-01	1.000000
ZNF784	10	5.8734e-01	1.000000
ZNF672	10	5.8777e-01	1.000000
NOC3L	10	5.8845e-01	1.000000
EBF3	10	5.8864e-01	1.000000
ATM	10	5.8900e-01	1.000000
C12orf60	10	5.8913e-01	1.000000
TOB2	10	5.8956e-01	1.000000
NEMF	10	5.8974e-01	1.000000
EPHA8	10	5.8986e-01	1.000000
TXNL1	10	5.8999e-01	1.000000
DUSP4	10	5.9017e-01	1.000000
SOCS7	10	5.9035e-01	1.000000
WDR93	10	5.9041e-01	1.000000
AKR1B1	10	5.9054e-01	1.000000
CEP78	10	5.9060e-01	1.000000
ZNF747	10	5.9078e-01	1.000000
PRMT2	10	5.9090e-01	1.000000
WDTC1	10	5.9103e-01	1.000000
ZNF414	10	5.9109e-01	1.000000
PRM3	10	5.9121e-01	1.000000
ZNF684	10	5.9151e-01	1.000000
CDYL	10	5.9164e-01	1.000000
UBE2A	10	5.9170e-01	1.000000
DLX4	10	5.9176e-01	1.000000
RXRG	10	5.9194e-01	1.000000
C10orf114	10	5.9228e-01	1.000000
IMP3	10	5.9237e-01	1.000000
ADAR	10	5.9286e-01	1.000000
DDR2	10	5.9298e-01	1.000000
PHF3	10	5.9316e-01	1.000000
UBD	10	5.9322e-01	1.000000
NFE2L2	10	5.9328e-01	1.000000
ENOPH1	10	5.9346e-01	1.000000
CEP120	10	5.9353e-01	1.000000
WDR66	10	5.9359e-01	1.000000
PPAPDC3	10	5.9383e-01	1.000000
CCDC110	10	5.9389e-01	1.000000
USP4	10	5.9413e-01	1.000000
RASA1	10	5.9432e-01	1.000000
CELF3	10	5.9438e-01	1.000000
SNRNP48	10	5.9444e-01	1.000000
CCDC107	10	5.9468e-01	1.000000
ZNF84	10	5.9541e-01	1.000000
ZZEF1	10	5.9553e-01	1.000000
BIVM	10	5.9571e-01	1.000000
CENPO	10	5.9583e-01	1.000000
TP53INP2	10	5.9589e-01	1.000000
ZNF749	10	5.9631e-01	1.000000
CCDC84	10	5.9637e-01	1.000000
MEX3C	10	5.9646e-01	1.000000
C3orf38	10	5.9646e-01	1.000000
C12orf5	10	5.9680e-01	1.000000
C9orf173	10	5.9692e-01	1.000000
MCM5	10	5.9698e-01	1.000000
TRIM16	10	5.9707e-01	1.000000
RASGRP4	10	5.9716e-01	1.000000
SMC1B	10	5.9746e-01	1.000000
FAM208B	10	5.9758e-01	1.000000
RABGAP1L	10	5.9782e-01	1.000000
ABL2	10	5.9806e-01	1.000000
ZNF468	10	5.9824e-01	1.000000
ZBTB43	10	5.9842e-01	1.000000
SAP30	10	5.9854e-01	1.000000
TMEM201	10	5.9866e-01	1.000000
L3MBTL2	10	5.9902e-01	1.000000
MAN1A2	10	5.9932e-01	1.000000
C10orf99	10	5.9944e-01	1.000000
CMPK1	10	5.9950e-01	1.000000
PKD2	10	5.9962e-01	1.000000
RNF25	10	5.9980e-01	1.000000
RPRD2	10	6.0028e-01	1.000000
C3orf22	10	6.0046e-01	1.000000
NOS2	10	6.0094e-01	1.000000
TAF1C	10	6.0106e-01	1.000000
C14orf2	10	6.0118e-01	1.000000
C1orf162	10	6.0124e-01	1.000000
FAM204A	10	6.0136e-01	1.000000
ZDHHC18	10	6.0142e-01	1.000000
ZNF408	10	6.0154e-01	1.000000
SRRM2	10	6.0178e-01	1.000000
CCDC63	10	6.0190e-01	1.000000
APC	10	6.0196e-01	1.000000
MSN	10	6.0202e-01	1.000000
SEPT14	10	6.0232e-01	1.000000
RALGAPA2	10	6.0244e-01	1.000000
HIST2H2AB	10	6.0279e-01	1.000000
NKX2-4	10	6.0285e-01	1.000000
XPOT	10	6.0297e-01	1.000000
NFE2L3	10	6.0309e-01	1.000000
ERCC6	10	6.0315e-01	1.000000
DYRK2	10	6.0321e-01	1.000000
RAB35	10	6.0327e-01	1.000000
ZSWIM4	10	6.0351e-01	1.000000
KIAA0100	10	6.0363e-01	1.000000
DUSP6	10	6.0386e-01	1.000000
GRK4	10	6.0398e-01	1.000000
POLR1D	10	6.0410e-01	1.000000
TAF11	10	6.0422e-01	1.000000
RBM15B	10	6.0428e-01	1.000000
SMARCD2	10	6.0434e-01	1.000000
NCOA4	10	6.0440e-01	1.000000
SF3B2	10	6.0463e-01	1.000000
TRIM47	10	6.0475e-01	1.000000
GTF2E1	10	6.0481e-01	1.000000
PLCH1	10	6.0505e-01	1.000000
RPAIN	10	6.0529e-01	1.000000
DZIP1	10	6.0541e-01	1.000000
KIAA0146	10	6.0552e-01	1.000000
SRPK3	10	6.0582e-01	1.000000
NUSAP1	10	6.0606e-01	1.000000
HOXC6	10	6.0617e-01	1.000000
C16orf86	10	6.0635e-01	1.000000
GSTP1	10	6.0641e-01	1.000000
TOP1	10	6.0671e-01	1.000000
RBM25	10	6.0706e-01	1.000000
FAM161A	10	6.0730e-01	1.000000
ISG20L2	10	6.0747e-01	1.000000
C16orf93	10	6.0783e-01	1.000000
TMEM211	10	6.0794e-01	1.000000
FAM65C	10	6.0800e-01	1.000000
IRF2	10	6.0818e-01	1.000000
CAMKK1	10	6.0847e-01	1.000000
MFSD8	10	6.0888e-01	1.000000
UBP1	10	6.0894e-01	1.000000
EPHB6	10	6.0912e-01	1.000000
KLF6	10	6.0941e-01	1.000000
RNF34	10	6.0965e-01	1.000000
PIAS2	10	6.0976e-01	1.000000
BPTF	10	6.1012e-01	1.000000
TRIM25	10	6.1017e-01	1.000000
ANAPC16	10	6.1023e-01	1.000000
JAZF1	10	6.1047e-01	1.000000
C9orf163	10	6.1076e-01	1.000000
YPEL2	10	6.1091e-01	1.000000
ASXL3	10	6.1123e-01	1.000000
ZDHHC16	10	6.1146e-01	1.000000
ZNF823	10	6.1152e-01	1.000000
UTP11L	10	6.1169e-01	1.000000
GTF3C3	10	6.1175e-01	1.000000
FGF14	10	6.1187e-01	1.000000
C11orf93	10	6.1193e-01	1.000000
C11orf74	10	6.1210e-01	1.000000
ZFPM2	10	6.1257e-01	1.000000
C17orf66	10	6.1289e-01	1.000000
ATRAID	10	6.1332e-01	1.000000
ZBTB44	10	6.1350e-01	1.000000
HOXA4	10	6.1356e-01	1.000000
C18orf21	10	6.1367e-01	1.000000
FBXO40	10	6.1396e-01	1.000000
PPP1R8	10	6.1414e-01	1.000000
MIDN	10	6.1420e-01	1.000000
HIST1H1C	10	6.1431e-01	1.000000
TWISTNB	10	6.1454e-01	1.000000
BAZ2B	10	6.1466e-01	1.000000
WDR13	10	6.1472e-01	1.000000
KLF4	10	6.1483e-01	1.000000
DDX56	10	6.1489e-01	1.000000
CCNE1	10	6.1507e-01	1.000000
STIP1	10	6.1518e-01	1.000000
EQTN	10	6.1524e-01	1.000000
RCOR2	10	6.1530e-01	1.000000
CCND1	10	6.1547e-01	1.000000
ZGLP1	10	6.1559e-01	1.000000
SIX3	10	6.1570e-01	1.000000
TMEM129	10	6.1576e-01	1.000000
NUP153	10	6.1599e-01	1.000000
KIAA1161	10	6.1622e-01	1.000000
ATAD2	10	6.1645e-01	1.000000
C9orf153	10	6.1663e-01	1.000000
PPWD1	10	6.1691e-01	1.000000
MBNL2	10	6.1714e-01	1.000000
APEH	10	6.1726e-01	1.000000
NCOR1	10	6.1732e-01	1.000000
RAD23A	10	6.1743e-01	1.000000
C6orf165	10	6.1760e-01	1.000000
ZNF148	10	6.1778e-01	1.000000
ZNF629	10	6.1783e-01	1.000000
ZC3H7A	10	6.1806e-01	1.000000
CCDC11	10	6.1812e-01	1.000000
RASL11A	10	6.1818e-01	1.000000
KIFAP3	10	6.1824e-01	1.000000
CACNA1A	10	6.1841e-01	1.000000
CEP63	10	6.1858e-01	1.000000
INSM1	10	6.1875e-01	1.000000
PPM1G	10	6.1881e-01	1.000000
TMEM168	10	6.1887e-01	1.000000
DNMT3B	10	6.1904e-01	1.000000
SIX5	10	6.1921e-01	1.000000
ZBTB48	10	6.1927e-01	1.000000
BRIX1	10	6.1939e-01	1.000000
ZNF181	10	6.1944e-01	1.000000
FGF12	10	6.1950e-01	1.000000
ATP2A3	10	6.1956e-01	1.000000
KIAA1755	10	6.1979e-01	1.000000
RAD50	10	6.1996e-01	1.000000
FAM131C	10	6.2007e-01	1.000000
ZNF277	10	6.2042e-01	1.000000
CCNB1	10	6.2047e-01	1.000000
TMEM30A	10	6.2053e-01	1.000000
GZMA	10	6.2064e-01	1.000000
BCL2L10	10	6.2076e-01	1.000000
CBY1	10	6.2104e-01	1.000000
RDH10	10	6.2161e-01	1.000000
HIC1	10	6.2167e-01	1.000000
MAP2K4	10	6.2179e-01	1.000000
GSC	10	6.2184e-01	1.000000
RNF14	10	6.2218e-01	1.000000
CC2D1B	10	6.2241e-01	1.000000
FAM149B1	10	6.2258e-01	1.000000
CDIP1	10	6.2264e-01	1.000000
GADD45B	10	6.2270e-01	1.000000
SMYD2	10	6.2281e-01	1.000000
ELK4	10	6.2315e-01	1.000000
RLIM	10	6.2338e-01	1.000000
MED14	10	6.2343e-01	1.000000
CCDC33	10	6.2360e-01	1.000000
FAM214B	10	6.2383e-01	1.000000
ZNF575	10	6.2412e-01	1.000000
DLGAP5	10	6.2423e-01	1.000000
LOC284385	10	6.2429e-01	1.000000
C1orf127	10	6.2440e-01	1.000000
NCOA1	10	6.2445e-01	1.000000
KIAA1586	10	6.2468e-01	1.000000
TUT1	10	6.2474e-01	1.000000
MTPN	10	6.2479e-01	1.000000
C5orf52	10	6.2496e-01	1.000000
ZNF215	10	6.2502e-01	1.000000
HKR1	10	6.2508e-01	1.000000
XRCC1	10	6.2513e-01	1.000000
SRSF8	10	6.2530e-01	1.000000
FAF1	10	6.2536e-01	1.000000
SUN1	10	6.2547e-01	1.000000
ZNF259	10	6.2570e-01	1.000000
RASSF7	10	6.2587e-01	1.000000
WDR26	10	6.2609e-01	1.000000
CDK15	10	6.2643e-01	1.000000
KIAA0195	10	6.2660e-01	1.000000
SRSF6	10	6.2671e-01	1.000000
XPC	10	6.2677e-01	1.000000
HADH	10	6.2683e-01	1.000000
ZNF483	10	6.2705e-01	1.000000
PPP2R2D	10	6.2728e-01	1.000000
CLIC4	10	6.2761e-01	1.000000
TMEM199	10	6.2787e-01	1.000000
YBX2	10	6.2801e-01	1.000000
NOL8	10	6.2818e-01	1.000000
FAM134B	10	6.2840e-01	1.000000
CDKL4	10	6.2846e-01	1.000000
SLTM	10	6.2868e-01	1.000000
FAM114A2	10	6.2885e-01	1.000000
RNF43	10	6.2896e-01	1.000000
ADRA1B	10	6.2902e-01	1.000000
C17orf75	10	6.2907e-01	1.000000
ZNF213	10	6.2980e-01	1.000000
APPL2	10	6.2986e-01	1.000000
DYNLT1	10	6.2991e-01	1.000000
KIAA0040	10	6.3008e-01	1.000000
FERMT2	10	6.3013e-01	1.000000
ANKRA2	10	6.3025e-01	1.000000
SNCA	10	6.3030e-01	1.000000
DUSP13	10	6.3047e-01	1.000000
FAM181B	10	6.3055e-01	1.000000
C11orf42	10	6.3055e-01	1.000000
FAM92B	10	6.3080e-01	1.000000
AVPI1	10	6.3092e-01	1.000000
ZNF541	10	6.3119e-01	1.000000
RETN	10	6.3136e-01	1.000000
FAM160B1	10	6.3147e-01	1.000000
POU2F3	10	6.3158e-01	1.000000
SEPT2	10	6.3186e-01	1.000000
COPS5	10	6.3192e-01	1.000000
WDR19	10	6.3214e-01	1.000000
BAZ1A	10	6.3225e-01	1.000000
TOR1B	10	6.3236e-01	1.000000
FOXA3	10	6.3247e-01	1.000000
RAD17	10	6.3261e-01	1.000000
SACS	10	6.3286e-01	1.000000
NANOS3	10	6.3292e-01	1.000000
RAB11FIP2	10	6.3308e-01	1.000000
DGKH	10	6.3325e-01	1.000000
ZRANB2	10	6.3331e-01	1.000000
CCDC137	10	6.3353e-01	1.000000
WNK3	10	6.3361e-01	1.000000
TUBGCP5	10	6.3369e-01	1.000000
FAM83F	10	6.3408e-01	1.000000
LMX1B	10	6.3425e-01	1.000000
SEPT6	10	6.3491e-01	1.000000
C5orf46	10	6.3508e-01	1.000000
ZNF502	10	6.3530e-01	1.000000
TMEM41A	10	6.3535e-01	1.000000
POU3F4	10	6.3546e-01	1.000000
ZNF554	10	6.3557e-01	1.000000
INO80B	10	6.3585e-01	1.000000
FOXC2	10	6.3590e-01	1.000000
GTF2F2	10	6.3596e-01	1.000000
NCAPH2	10	6.3607e-01	1.000000
WIPF3	10	6.3659e-01	1.000000
ZNF404	10	6.3684e-01	1.000000
GFI1B	10	6.3761e-01	1.000000
ZSCAN20	10	6.3777e-01	1.000000
LIG4	10	6.3788e-01	1.000000
FOXP2	10	6.3804e-01	1.000000
STK39	10	6.3810e-01	1.000000
C1orf227	10	6.3832e-01	1.000000
TMEM204	10	6.3881e-01	1.000000
PGRMC1	10	6.3889e-01	1.000000
NAV3	10	6.3897e-01	1.000000
YWHAG	10	6.3914e-01	1.000000
TMEM53	10	6.3919e-01	1.000000
ZBTB21	10	6.3936e-01	1.000000
BOLL	10	6.3957e-01	1.000000
RABL6	10	6.3968e-01	1.000000
VENTX	10	6.3974e-01	1.000000
SPG21	10	6.3985e-01	1.000000
MLH3	10	6.3996e-01	1.000000
MTA3	10	6.4007e-01	1.000000
DDX3Y	10	6.4012e-01	1.000000
TCEAL4	10	6.4017e-01	1.000000
LANCL2	10	6.4028e-01	1.000000
SELM	10	6.4034e-01	1.000000
EPHX2	10	6.4061e-01	1.000000
PKP2	10	6.4072e-01	1.000000
LOC100652824	10	6.4099e-01	1.000000
SIX4	10	6.4110e-01	1.000000
TAF9B	10	6.4153e-01	1.000000
ZSWIM3	10	6.4175e-01	1.000000
ZFAT	10	6.4181e-01	1.000000
C9orf114	10	6.4191e-01	1.000000
ADRB2	10	6.4202e-01	1.000000
TBPL1	10	6.4213e-01	1.000000
NME2	10	6.4224e-01	1.000000
LZTS1	10	6.4229e-01	1.000000
TRIM45	10	6.4240e-01	1.000000
ZNF217	10	6.4251e-01	1.000000
ZNF687	10	6.4267e-01	1.000000
HECW1	10	6.4289e-01	1.000000
C19orf18	10	6.4305e-01	1.000000
FOXD2	10	6.4311e-01	1.000000
BHLHE41	10	6.4316e-01	1.000000
DCPS	10	6.4354e-01	1.000000
IGF2BP2	10	6.4413e-01	1.000000
HIF3A	10	6.4435e-01	1.000000
PLK1S1	10	6.4440e-01	1.000000
MEF2C	10	6.4446e-01	1.000000
MCM3	10	6.4462e-01	1.000000
CD2AP	10	6.4467e-01	1.000000
C16orf13	10	6.4494e-01	1.000000
C7orf34	10	6.4499e-01	1.000000
TACR3	10	6.4516e-01	1.000000
EVI5	10	6.4532e-01	1.000000
C12orf50	10	6.4559e-01	1.000000
RPS29	17	6.4572e-01	1.000000
MAPK9	10	6.4575e-01	1.000000
TRIP12	10	6.4591e-01	1.000000
TMEM97	10	6.4612e-01	1.000000
JHDM1D	10	6.4623e-01	1.000000
GHDC	10	6.4666e-01	1.000000
C10orf2	10	6.4682e-01	1.000000
FAM102B	10	6.4703e-01	1.000000
ZSCAN5B	10	6.4714e-01	1.000000
MAPT	10	6.4720e-01	1.000000
ZNF646	10	6.4730e-01	1.000000
SYMPK	10	6.4789e-01	1.000000
C6orf211	10	6.4800e-01	1.000000
ATXN7	10	6.4826e-01	1.000000
PHF19	10	6.4848e-01	1.000000
TSHZ2	10	6.4853e-01	1.000000
TSFM	10	6.4858e-01	1.000000
AHCY	10	6.4869e-01	1.000000
JTB	10	6.4901e-01	1.000000
NAA35	10	6.4922e-01	1.000000
