group_id	#_items_in_group	lo_value	FDR
ZWINT	10	3.1740e-01	1.000000
ALDH7A1	10	3.1740e-01	1.000000
APBB2	10	3.1740e-01	1.000000
ALKBH7	10	3.1740e-01	1.000000
ZNF664	10	3.1740e-01	1.000000
BIRC7	10	3.1740e-01	1.000000
TMEM54	10	3.1740e-01	1.000000
C9orf135	10	3.1740e-01	1.000000
C6orf141	10	3.1740e-01	1.000000
TMEM5	10	3.1740e-01	1.000000
CDKL2	10	3.1740e-01	1.000000
TMEM200A	10	3.1740e-01	1.000000
TMEM237	10	3.1740e-01	1.000000
C17orf50	10	3.1740e-01	1.000000
WDR73	10	3.1740e-01	1.000000
ZDHHC13	10	3.1740e-01	1.000000
C19orf18	10	3.1740e-01	1.000000
C2orf81	10	3.1740e-01	1.000000
USP49	10	3.1740e-01	1.000000
UTF1	10	3.1740e-01	1.000000
GTF3C5	10	3.1740e-01	1.000000
PCNT	10	3.1740e-01	1.000000
PELI1	10	3.1740e-01	1.000000
LRP1	10	3.1740e-01	1.000000
RAB11B	10	3.1740e-01	1.000000
HES6	10	3.1740e-01	1.000000
HIRIP3	10	3.1740e-01	1.000000
PPM1M	10	3.1740e-01	1.000000
HORMAD1	10	3.1740e-01	1.000000
PIP5K1A	10	3.1740e-01	1.000000
PRM3	10	3.1740e-01	1.000000
PLRG1	10	3.1740e-01	1.000000
KIAA0226	10	3.1740e-01	1.000000
LOX	10	3.1740e-01	1.000000
PSMC2	10	3.1740e-01	1.000000
LIMD1	10	3.1740e-01	1.000000
HERC2	10	3.1740e-01	1.000000
HDAC10	10	3.1740e-01	1.000000
RCAN1	10	3.1740e-01	1.000000
HDAC11	10	3.1740e-01	1.000000
PARK7	10	3.1740e-01	1.000000
NFIB	10	3.2815e-01	1.000000
ZNF90	10	3.2815e-01	1.000000
DTX2	10	3.2815e-01	1.000000
PRKCB	10	3.2815e-01	1.000000
PSMC6	10	3.2815e-01	1.000000
ERBB4	10	3.2815e-01	1.000000
DYNLT3	10	3.2815e-01	1.000000
BUD31	10	3.2815e-01	1.000000
CSRP2BP	10	3.2815e-01	1.000000
TAF5	10	3.2815e-01	1.000000
COPS7B	10	3.2815e-01	1.000000
TUBG2	10	3.2815e-01	1.000000
COPS2	10	3.2815e-01	1.000000
PRNP	10	3.2815e-01	1.000000
DNAJC8	10	3.2815e-01	1.000000
CENPL	10	3.2815e-01	1.000000
UTP14C	10	3.2815e-01	1.000000
UTP23	10	3.2815e-01	1.000000
TRIM47	10	3.2815e-01	1.000000
FOXM1	10	3.2815e-01	1.000000
TMEM177	10	3.2815e-01	1.000000
FAM162B	10	3.2815e-01	1.000000
SGK3	10	3.2815e-01	1.000000
RASGRP4	10	3.2815e-01	1.000000
NUAK2	10	3.2815e-01	1.000000
MCM2	10	3.3195e-01	1.000000
TMCO6	10	3.3195e-01	1.000000
SEH1L	10	3.3195e-01	1.000000
VSX2	10	3.3195e-01	1.000000
DHX35	10	3.3195e-01	1.000000
DDX46	10	3.3195e-01	1.000000
SUZ12	10	3.3195e-01	1.000000
INHA	10	3.3195e-01	1.000000
RAB3GAP1	10	3.3195e-01	1.000000
PNKP	10	3.3195e-01	1.000000
CIC	10	3.3195e-01	1.000000
C6orf48	10	3.3195e-01	1.000000
CEP78	10	3.3195e-01	1.000000
MAPKAPK3	10	3.3195e-01	1.000000
C5orf54	10	3.3195e-01	1.000000
NOM1	10	3.3195e-01	1.000000
DAZAP1	10	3.3195e-01	1.000000
INPP5K	10	3.3195e-01	1.000000
RUSC1	10	3.3195e-01	1.000000
C1orf86	10	3.3195e-01	1.000000
SGOL1	10	3.3195e-01	1.000000
SMAD4	10	3.3195e-01	1.000000
ZNF462	10	3.3195e-01	1.000000
CASP2	10	3.3195e-01	1.000000
ZNF782	10	3.3195e-01	1.000000
BRCC3	10	3.3195e-01	1.000000
AHNAK	10	3.3195e-01	1.000000
ELK4	10	3.3195e-01	1.000000
CABIN1	10	3.3195e-01	1.000000
WDR1	10	3.3195e-01	1.000000
RHOC	10	3.3195e-01	1.000000
ATOH8	10	3.3195e-01	1.000000
IKZF1	10	3.3195e-01	1.000000
MTMR6	10	3.3195e-01	1.000000
SLC30A5	10	3.3195e-01	1.000000
DPEP3	10	3.3195e-01	1.000000
WDR33	10	3.3195e-01	1.000000
CBY1	10	3.3195e-01	1.000000
RPL9	21	3.3418e-01	1.000000
CAB39L	10	3.4340e-01	1.000000
TRDMT1	10	3.4340e-01	1.000000
TRIAP1	10	3.4340e-01	1.000000
TRAF6	10	3.4340e-01	1.000000
TMEM74B	10	3.4340e-01	1.000000
CACTIN	10	3.4340e-01	1.000000
ZNF554	10	3.4340e-01	1.000000
PBX4	10	3.4340e-01	1.000000
PDC	10	3.4340e-01	1.000000
MAP2	10	3.4340e-01	1.000000
ADAM10	10	3.4340e-01	1.000000
OSGIN2	10	3.4340e-01	1.000000
AMOTL1	10	3.4340e-01	1.000000
ZNF784	10	3.4340e-01	1.000000
C17orf70	10	3.4340e-01	1.000000
C12orf45	10	3.4340e-01	1.000000
L3MBTL2	10	3.4340e-01	1.000000
VGLL3	10	3.4340e-01	1.000000
PDCD6	10	3.4340e-01	1.000000
ZNF335	10	3.4340e-01	1.000000
ZCCHC24	10	3.4340e-01	1.000000
PDGFRA	10	3.4340e-01	1.000000
CCDC41	10	3.4340e-01	1.000000
SYMPK	10	3.4340e-01	1.000000
SATB2	10	3.4340e-01	1.000000
PRMT2	10	3.4340e-01	1.000000
TMEM132E	10	3.4340e-01	1.000000
TGS1	10	3.4340e-01	1.000000
TCF4	10	3.4340e-01	1.000000
PRKG1	10	3.4340e-01	1.000000
EDNRA	10	3.4340e-01	1.000000
STK19	10	3.4340e-01	1.000000
DUSP16	10	3.4340e-01	1.000000
IDH3G	10	3.4340e-01	1.000000
CCT4	10	3.4340e-01	1.000000
RBM38	10	3.4340e-01	1.000000
C11orf53	10	3.5119e-01	1.000000
ESCO2	10	3.5119e-01	1.000000
SLC5A5	10	3.5119e-01	1.000000
PHF12	10	3.5119e-01	1.000000
ZBTB16	10	3.5119e-01	1.000000
C11orf48	10	3.5119e-01	1.000000
EID1	10	3.5119e-01	1.000000
XPC	10	3.5119e-01	1.000000
GHDC	10	3.5119e-01	1.000000
MORF4L1	10	3.5119e-01	1.000000
FGFR3	10	3.5119e-01	1.000000
GIT2	10	3.5119e-01	1.000000
GRWD1	10	3.5119e-01	1.000000
NEIL1	10	3.5119e-01	1.000000
ZSCAN18	10	3.5119e-01	1.000000
HIVEP3	10	3.5119e-01	1.000000
ATE1	10	3.5119e-01	1.000000
PTPN23	10	3.5119e-01	1.000000
SGK196	10	3.5119e-01	1.000000
FBXW5	10	3.5119e-01	1.000000
FAM58A	10	3.5119e-01	1.000000
PAX8	10	3.5119e-01	1.000000
TMEM168	10	3.5119e-01	1.000000
C4orf3	10	3.5119e-01	1.000000
TAOK1	10	3.5119e-01	1.000000
PLK5	10	3.5119e-01	1.000000
NME2	10	3.5119e-01	1.000000
THOC2	10	3.5119e-01	1.000000
TRRAP	10	3.5119e-01	1.000000
C9orf173	10	3.5119e-01	1.000000
IRAK1	10	3.5119e-01	1.000000
PRKX	10	3.5119e-01	1.000000
TMEM140	10	3.5119e-01	1.000000
MKX	10	3.5119e-01	1.000000
SYNPO2	10	3.5119e-01	1.000000
DGKI	10	3.5119e-01	1.000000
KANSL1	10	3.5119e-01	1.000000
STAT6	10	3.5119e-01	1.000000
SYTL4	10	3.5119e-01	1.000000
TMEM232	10	3.5119e-01	1.000000
NEIL2	10	3.5248e-01	1.000000
NUP98	10	3.5248e-01	1.000000
PPIP5K1	10	3.5248e-01	1.000000
ZNF808	10	3.5248e-01	1.000000
ZUFSP	10	3.5248e-01	1.000000
PAPOLA	10	3.5248e-01	1.000000
RBX1	10	3.5248e-01	1.000000
ZNF773	10	3.5248e-01	1.000000
NTAN1	10	3.5248e-01	1.000000
TMEM211	10	3.5248e-01	1.000000
ZNF707	10	3.5248e-01	1.000000
TRPM6	10	3.5248e-01	1.000000
SOX9	10	3.5248e-01	1.000000
ZCCHC6	10	3.5248e-01	1.000000
SMC4	10	3.5248e-01	1.000000
ZCRB1	10	3.5248e-01	1.000000
VPS4A	10	3.5248e-01	1.000000
WDYHV1	10	3.5248e-01	1.000000
SRSF12	10	3.5248e-01	1.000000
PRR5	10	3.5248e-01	1.000000
SSH3	10	3.5248e-01	1.000000
ZNF470	10	3.5248e-01	1.000000
SF3B2	10	3.5248e-01	1.000000
RAB8A	10	3.5248e-01	1.000000
SERF2	10	3.5248e-01	1.000000
NOL12	10	3.5248e-01	1.000000
SLC35F6	10	3.5248e-01	1.000000
URGCP	10	3.5248e-01	1.000000
NR4A2	10	3.5248e-01	1.000000
SLC22A18	10	3.5248e-01	1.000000
FSTL3	10	3.5248e-01	1.000000
CUL1	10	3.5248e-01	1.000000
KIAA2022	10	3.5248e-01	1.000000
LHX5	10	3.5248e-01	1.000000
KIAA1984	10	3.5248e-01	1.000000
C1orf111	10	3.5248e-01	1.000000
C9orf64	10	3.5248e-01	1.000000
NAA35	10	3.5248e-01	1.000000
LOC100129361	10	3.5248e-01	1.000000
C17orf97	10	3.5248e-01	1.000000
COL4A3BP	10	3.5248e-01	1.000000
FOXO4	10	3.5248e-01	1.000000
DNMT1	10	3.5248e-01	1.000000
LIN9	10	3.5248e-01	1.000000
CUL4B	10	3.5248e-01	1.000000
MYLK3	10	3.5248e-01	1.000000
FAM9A	10	3.5248e-01	1.000000
IL4I1	10	3.5248e-01	1.000000
MX1	10	3.5248e-01	1.000000
C11orf83	10	3.5248e-01	1.000000
KDM5A	10	3.5248e-01	1.000000
DTX1	10	3.5248e-01	1.000000
MYBBP1A	10	3.5248e-01	1.000000
ESRP1	10	3.5248e-01	1.000000
FAM83H	10	3.5248e-01	1.000000
MAGEA10	10	3.5248e-01	1.000000
FBXL15	10	3.5248e-01	1.000000
GABPA	10	3.5248e-01	1.000000
C1orf141	10	3.5248e-01	1.000000
GLI4	10	3.5248e-01	1.000000
ARL6IP4	10	3.5248e-01	1.000000
CDCA7L	10	3.5248e-01	1.000000
C1orf51	10	3.5248e-01	1.000000
C1orf35	10	3.5248e-01	1.000000
ELOF1	10	3.5248e-01	1.000000
MAP3K10	10	3.5248e-01	1.000000
MAP2K6	10	3.5248e-01	1.000000
HNRNPA0	10	3.5248e-01	1.000000
CDK4	10	3.5248e-01	1.000000
MST4	10	3.5248e-01	1.000000
CLDN19	10	3.5248e-01	1.000000
C9orf139	10	3.5248e-01	1.000000
C10orf12	10	3.5248e-01	1.000000
CAPN7	10	3.5248e-01	1.000000
BLK	10	3.5248e-01	1.000000
CCDC113	10	3.5248e-01	1.000000
RPS17	22	3.5791e-01	1.000000
CD38	10	3.5879e-01	1.000000
TRIM69	10	3.5879e-01	1.000000
CD2AP	10	3.5879e-01	1.000000
CCPG1	10	3.5879e-01	1.000000
C9orf37	10	3.5879e-01	1.000000
HAUS4	10	3.5879e-01	1.000000
RNF6	10	3.5879e-01	1.000000
XRCC3	10	3.5879e-01	1.000000
TEAD4	10	3.5879e-01	1.000000
HSPB8	10	3.5879e-01	1.000000
CLASP2	10	3.5879e-01	1.000000
ZNF318	10	3.5879e-01	1.000000
GNPTAB	10	3.5879e-01	1.000000
FAM50A	10	3.5879e-01	1.000000
CALB1	10	3.5879e-01	1.000000
C11orf96	10	3.5879e-01	1.000000
RNF112	10	3.5879e-01	1.000000
GATA5	10	3.5879e-01	1.000000
KIAA2013	10	3.5879e-01	1.000000
ARHGAP22	10	3.5879e-01	1.000000
RRAGD	10	3.5879e-01	1.000000
KIAA2026	10	3.5879e-01	1.000000
SS18L1	10	3.5879e-01	1.000000
DST	10	3.5879e-01	1.000000
TFAP2A	10	3.5879e-01	1.000000
C15orf43	10	3.5879e-01	1.000000
GTF2H4	10	3.5879e-01	1.000000
WWC1	10	3.5879e-01	1.000000
LOXL3	10	3.5879e-01	1.000000
TBX21	10	3.5879e-01	1.000000
SEPT6	10	3.5879e-01	1.000000
FLYWCH1	10	3.5879e-01	1.000000
WDR70	10	3.5879e-01	1.000000
GZMA	10	3.5879e-01	1.000000
ZNF665	10	3.5879e-01	1.000000
HINT3	10	3.5879e-01	1.000000
C16orf74	10	3.5879e-01	1.000000
WDR86	10	3.5879e-01	1.000000
PTMS	10	3.5879e-01	1.000000
FOXL1	10	3.5879e-01	1.000000
MUSTN1	10	3.7014e-01	1.000000
ZNF816	10	3.7014e-01	1.000000
HMGN3	10	3.7014e-01	1.000000
MOK	10	3.7014e-01	1.000000
ZNF783	10	3.7014e-01	1.000000
GEMIN6	10	3.7014e-01	1.000000
TBL1Y	10	3.7014e-01	1.000000
SERPINB10	10	3.7014e-01	1.000000
GNL3	10	3.7014e-01	1.000000
ZNF749	10	3.7014e-01	1.000000
RPRD2	10	3.7014e-01	1.000000
ZBTB33	10	3.7014e-01	1.000000
ERF	10	3.7014e-01	1.000000
HDGFRP3	10	3.7014e-01	1.000000
AEBP1	10	3.7014e-01	1.000000
CERS4	10	3.7014e-01	1.000000
UBOX5	10	3.7014e-01	1.000000
GHRHR	10	3.7014e-01	1.000000
NT5C	10	3.7014e-01	1.000000
XAF1	10	3.7014e-01	1.000000
ZNF343	10	3.7014e-01	1.000000
ZBTB20	10	3.7014e-01	1.000000
CASP9	10	3.7014e-01	1.000000
ZCWPW2	10	3.7014e-01	1.000000
SNAPC4	10	3.7014e-01	1.000000
ZNF8	10	3.7014e-01	1.000000
LIG1	10	3.7014e-01	1.000000
ETV4	10	3.7014e-01	1.000000
DDX47	10	3.7014e-01	1.000000
WWP1	10	3.7014e-01	1.000000
TRIM45	10	3.7014e-01	1.000000
MCM8	10	3.7014e-01	1.000000
UCKL1	10	3.7014e-01	1.000000
COPS5	10	3.7406e-01	1.000000
FOXN1	10	3.7406e-01	1.000000
AKAP8	10	3.7406e-01	1.000000
SORBS3	10	3.7406e-01	1.000000
HN1	10	3.7406e-01	1.000000
RFX6	10	3.7406e-01	1.000000
EAF2	10	3.7406e-01	1.000000
TP53INP2	10	3.7406e-01	1.000000
MED11	10	3.7406e-01	1.000000
ZNF20	10	3.7406e-01	1.000000
FAM71F2	10	3.7406e-01	1.000000
DDX24	10	3.7406e-01	1.000000
ARL8B	10	3.7406e-01	1.000000
DDX4	10	3.7406e-01	1.000000
PSMB7	10	3.7406e-01	1.000000
UBE2B	10	3.7406e-01	1.000000
STAT3	10	3.7406e-01	1.000000
PRELID1	10	3.7406e-01	1.000000
TMEM26	10	3.7406e-01	1.000000
TAF9B	10	3.7406e-01	1.000000
SMARCE1	10	3.7406e-01	1.000000
ZDHHC16	10	3.7406e-01	1.000000
TOX4	10	3.7406e-01	1.000000
TMEM123	10	3.7406e-01	1.000000
WDR34	10	3.7406e-01	1.000000
PAPD4	10	3.7406e-01	1.000000
C9orf72	10	3.7406e-01	1.000000
SART3	10	3.7406e-01	1.000000
FAM110C	10	3.7406e-01	1.000000
CSTF3	10	3.7406e-01	1.000000
PSEN2	10	3.7406e-01	1.000000
CDC40	10	3.7406e-01	1.000000
ZNF23	10	3.8487e-01	1.000000
MRI1	10	3.8487e-01	1.000000
MED26	10	3.8487e-01	1.000000
ZNF202	10	3.8487e-01	1.000000
ZNF862	10	3.8487e-01	1.000000
ELMSAN1	10	3.8487e-01	1.000000
G2E3	10	3.8487e-01	1.000000
CRABP2	10	3.8487e-01	1.000000
LOC100505549	10	3.8487e-01	1.000000
LUC7L3	10	3.8487e-01	1.000000
CCDC82	10	3.8487e-01	1.000000
FAF1	10	3.8487e-01	1.000000
OAZ3	10	3.8487e-01	1.000000
RASD1	10	3.8487e-01	1.000000
CTNNBL1	10	3.8487e-01	1.000000
ZNF572	10	3.8487e-01	1.000000
C7orf26	10	3.8487e-01	1.000000
CCDC102A	10	3.8487e-01	1.000000
SPIN1	10	3.8487e-01	1.000000
DYRK2	10	3.8487e-01	1.000000
TATDN3	10	3.8487e-01	1.000000
MAD2L1BP	10	3.8487e-01	1.000000
ZNF446	10	3.8487e-01	1.000000
ALG2	10	3.8487e-01	1.000000
C15orf57	10	3.8487e-01	1.000000
IKZF4	10	3.8487e-01	1.000000
AK1	10	3.8487e-01	1.000000
MAB21L2	10	3.8487e-01	1.000000
FAM188B	10	3.8487e-01	1.000000
POMP	10	3.8487e-01	1.000000
ZC3H7A	10	3.8487e-01	1.000000
KIAA0556	10	3.8487e-01	1.000000
SELENBP1	10	3.8487e-01	1.000000
CCDC149	10	3.8487e-01	1.000000
NCAPG	10	3.8487e-01	1.000000
KIAA0040	10	3.8487e-01	1.000000
PLSCR1	10	3.8487e-01	1.000000
CEP250	10	3.8487e-01	1.000000
FAM200A	10	3.8487e-01	1.000000
KIAA1009	10	3.8487e-01	1.000000
MYH9	10	3.8487e-01	1.000000
STRA13	10	3.8487e-01	1.000000
ECD	10	3.8487e-01	1.000000
NKX2-6	10	3.8487e-01	1.000000
POLR2I	10	3.8487e-01	1.000000
SCYL2	10	3.8487e-01	1.000000
ERH	10	3.8487e-01	1.000000
SAP30L	10	3.8487e-01	1.000000
HNF4A	10	3.8487e-01	1.000000
PPARA	10	3.8487e-01	1.000000
ZFP42	10	3.8487e-01	1.000000
ZNF432	10	3.8487e-01	1.000000
SF3A1	10	3.8487e-01	1.000000
ZFYVE19	10	3.8487e-01	1.000000
FAM154B	10	3.8487e-01	1.000000
SP110	10	3.8487e-01	1.000000
TMEM95	10	3.8487e-01	1.000000
NEDD1	10	3.8487e-01	1.000000
ZNF22	10	3.8487e-01	1.000000
SNW1	10	3.8487e-01	1.000000
CEPT1	10	3.8487e-01	1.000000
PSMC4	10	3.8487e-01	1.000000
RPS9	51	3.8858e-01	1.000000
TEAD1	10	3.8900e-01	1.000000
C19orf59	10	3.8900e-01	1.000000
ZYX	10	3.8900e-01	1.000000
LIMS2	10	3.8900e-01	1.000000
HOXB5	10	3.8900e-01	1.000000
TMEM117	10	3.8900e-01	1.000000
MYO10	10	3.8900e-01	1.000000
NDRG2	10	3.8900e-01	1.000000
PPIG	10	3.8900e-01	1.000000
DTL	10	3.8900e-01	1.000000
FKBP4	10	3.8900e-01	1.000000
FAM175A	10	3.8900e-01	1.000000
ZNF512	10	3.8900e-01	1.000000
C15orf52	10	3.8900e-01	1.000000
PPIL2	10	3.8900e-01	1.000000
WIBG	10	3.8900e-01	1.000000
TMPO	10	3.8900e-01	1.000000
UBN1	10	3.8900e-01	1.000000
RORB	10	3.8900e-01	1.000000
ADCY1	10	3.8900e-01	1.000000
SRSF6	10	3.8900e-01	1.000000
ARFGAP2	10	3.8900e-01	1.000000
MED18	10	3.8900e-01	1.000000
PRKAG3	10	3.8900e-01	1.000000
FAM3A	10	3.8900e-01	1.000000
ZNF792	10	3.8900e-01	1.000000
APBB1	10	3.8900e-01	1.000000
RB1CC1	10	3.8900e-01	1.000000
NTMT1	10	3.8900e-01	1.000000
ID3	10	3.8900e-01	1.000000
AQP1	10	3.8900e-01	1.000000
CCDC63	10	3.8900e-01	1.000000
SMG7	10	3.8900e-01	1.000000
RHNO1	10	3.8900e-01	1.000000
KIAA1522	10	3.8900e-01	1.000000
MYCBP	10	3.8900e-01	1.000000
CDK15	10	3.8900e-01	1.000000
ZNF3	10	3.8900e-01	1.000000
HSPB6	10	3.8900e-01	1.000000
FAM160A2	10	3.8980e-01	1.000000
FAM117B	10	3.8980e-01	1.000000
CDKL4	10	3.8980e-01	1.000000
DCLK2	10	3.8980e-01	1.000000
CCDC141	10	3.8980e-01	1.000000
PNN	10	3.8980e-01	1.000000
ISG20L2	10	3.8980e-01	1.000000
FHL3	10	3.8980e-01	1.000000
ABT1	10	3.8980e-01	1.000000
MCL1	10	3.8980e-01	1.000000
DDX39B	10	3.8980e-01	1.000000
TRIM35	10	3.8980e-01	1.000000
SYCE3	10	3.8980e-01	1.000000
FAM160B1	10	3.8980e-01	1.000000
C2orf74	10	3.8980e-01	1.000000
SOX21	10	3.8980e-01	1.000000
IPO9	10	3.8980e-01	1.000000
C8orf46	10	3.8980e-01	1.000000
C3orf38	10	3.8980e-01	1.000000
PRPF6	10	3.8980e-01	1.000000
A1CF	10	3.8980e-01	1.000000
C17orf53	10	3.8980e-01	1.000000
ZNF451	10	3.8980e-01	1.000000
MIDN	10	3.8980e-01	1.000000
WDR59	10	3.8980e-01	1.000000
RDM1	10	4.0429e-01	1.000000
TGIF2	10	4.0429e-01	1.000000
CHCHD1	10	4.0429e-01	1.000000
DBR1	10	4.0429e-01	1.000000
FAM134C	10	4.0429e-01	1.000000
JMY	10	4.0429e-01	1.000000
TROVE2	10	4.0429e-01	1.000000
NFKBID	10	4.0429e-01	1.000000
GADD45GIP1	10	4.0429e-01	1.000000
NCOA7	10	4.0429e-01	1.000000
ELAC2	10	4.0429e-01	1.000000
BCLAF1	10	4.0429e-01	1.000000
C15orf41	10	4.0429e-01	1.000000
STK32B	10	4.0429e-01	1.000000
ECSIT	10	4.0429e-01	1.000000
C19orf12	10	4.0429e-01	1.000000
C6orf163	10	4.0429e-01	1.000000
EPHA10	10	4.0429e-01	1.000000
GBP4	10	4.0429e-01	1.000000
EFNB1	10	4.0429e-01	1.000000
INTS10	10	4.0429e-01	1.000000
MVB12A	10	4.0429e-01	1.000000
TMEM70	10	4.0429e-01	1.000000
IRF2	10	4.0429e-01	1.000000
TMEM199	10	4.0429e-01	1.000000
TMEM167B	10	4.0429e-01	1.000000
BRD8	10	4.0429e-01	1.000000
CSF1R	10	4.0429e-01	1.000000
TMEM225	10	4.0429e-01	1.000000
TMEM53	10	4.0429e-01	1.000000
ZNF317	10	4.0429e-01	1.000000
CRYAA	10	4.0429e-01	1.000000
TERF2IP	10	4.0429e-01	1.000000
JDP2	10	4.0429e-01	1.000000
USH1C	10	4.0429e-01	1.000000
MET	10	4.0429e-01	1.000000
FAM13B	10	4.0865e-01	1.000000
BOD1	10	4.0865e-01	1.000000
BDH1	10	4.0865e-01	1.000000
ZBTB8A	10	4.0865e-01	1.000000
EMX1	10	4.0865e-01	1.000000
RALA	10	4.0865e-01	1.000000
ZNF431	10	4.0865e-01	1.000000
CRY2	10	4.0865e-01	1.000000
ZNF280D	10	4.0865e-01	1.000000
UBE2A	10	4.0865e-01	1.000000
CENPQ	10	4.0865e-01	1.000000
ABTB1	10	4.0865e-01	1.000000
SSX2IP	10	4.0865e-01	1.000000
C1orf116	10	4.0865e-01	1.000000
ZNF84	10	4.0865e-01	1.000000
C2orf70	10	4.0865e-01	1.000000
PHF19	10	4.0865e-01	1.000000
SNIP1	10	4.0865e-01	1.000000
ZNF514	10	4.0865e-01	1.000000
RFX2	10	4.0865e-01	1.000000
TMEM254	10	4.0865e-01	1.000000
C12orf10	10	4.0865e-01	1.000000
C19orf66	10	4.0865e-01	1.000000
MGST2	10	4.0865e-01	1.000000
SSBP4	10	4.0865e-01	1.000000
KIT	10	4.0865e-01	1.000000
AIFM1	10	4.0865e-01	1.000000
NPR2	10	4.0865e-01	1.000000
FAM101A	10	4.0865e-01	1.000000
PDPN	10	4.0865e-01	1.000000
WDR26	10	4.0865e-01	1.000000
RPS16	39	4.1499e-01	1.000000
MAML1	10	4.1558e-01	1.000000
TEAD2	10	4.1558e-01	1.000000
GSC	10	4.1558e-01	1.000000
CCDC34	10	4.1558e-01	1.000000
ZNF74	10	4.1558e-01	1.000000
HELB	10	4.1558e-01	1.000000
KIAA1586	10	4.1558e-01	1.000000
KIAA1217	10	4.1558e-01	1.000000
ZNF607	10	4.1558e-01	1.000000
TOB2	10	4.1558e-01	1.000000
RARG	10	4.1558e-01	1.000000
WDR16	10	4.1558e-01	1.000000
LRRK2	10	4.1558e-01	1.000000
EPS15L1	10	4.1558e-01	1.000000
ZNF620	10	4.1558e-01	1.000000
ZNF234	10	4.1558e-01	1.000000
GEMIN7	10	4.1558e-01	1.000000
KIAA0754	10	4.1558e-01	1.000000
C19orf38	10	4.1558e-01	1.000000
UBR2	10	4.1558e-01	1.000000
KLF3	10	4.1558e-01	1.000000
EYA2	10	4.1558e-01	1.000000
C1orf226	10	4.1558e-01	1.000000
ASXL3	10	4.1558e-01	1.000000
MARK2	10	4.1558e-01	1.000000
TUBD1	10	4.1558e-01	1.000000
BYSL	10	4.1558e-01	1.000000
C15orf40	10	4.1558e-01	1.000000
SCMH1	10	4.1558e-01	1.000000
SCYL1	10	4.1558e-01	1.000000
HPGD	10	4.1558e-01	1.000000
TLE1	10	4.1558e-01	1.000000
C16orf11	10	4.1558e-01	1.000000
C6orf223	10	4.1558e-01	1.000000
CDYL	10	4.1558e-01	1.000000
CD79B	10	4.1558e-01	1.000000
HOXD11	10	4.1558e-01	1.000000
TMEM151B	10	4.1558e-01	1.000000
MED28	10	4.1558e-01	1.000000
C8orf42	10	4.1558e-01	1.000000
HIST3H3	10	4.1558e-01	1.000000
STAT1	10	4.1558e-01	1.000000
STEAP3	10	4.1558e-01	1.000000
ZNF681	10	4.1558e-01	1.000000
MSRB1	10	4.1558e-01	1.000000
ZCCHC3	10	4.1558e-01	1.000000
FAM92B	10	4.1558e-01	1.000000
SAP30	10	4.1558e-01	1.000000
DHX36	10	4.1558e-01	1.000000
RPS6KA1	10	4.1558e-01	1.000000
SNRNP25	10	4.1558e-01	1.000000
ZNF284	10	4.1558e-01	1.000000
SGK223	10	4.1558e-01	1.000000
PRKDC	10	4.1558e-01	1.000000
DPPA4	10	4.1558e-01	1.000000
YY1AP1	10	4.1558e-01	1.000000
C9orf40	10	4.1558e-01	1.000000
CXorf23	10	4.1558e-01	1.000000
ZNF575	10	4.1917e-01	1.000000
GBX2	10	4.1917e-01	1.000000
TMEM37	10	4.1917e-01	1.000000
NR4A3	10	4.1917e-01	1.000000
GRHL2	10	4.1917e-01	1.000000
ERCC6	10	4.1917e-01	1.000000
PIK3CB	10	4.1917e-01	1.000000
TRIB2	10	4.1917e-01	1.000000
NHS	10	4.1917e-01	1.000000
CHP2	10	4.1917e-01	1.000000
C10orf76	10	4.1917e-01	1.000000
GABPB2	10	4.1917e-01	1.000000
NUP107	10	4.1917e-01	1.000000
AGL	10	4.1917e-01	1.000000
UBE2D2	10	4.1917e-01	1.000000
FADS1	10	4.1917e-01	1.000000
PSMA7	10	4.1917e-01	1.000000
MNDA	10	4.1917e-01	1.000000
SMCR8	10	4.1917e-01	1.000000
CCDC85C	10	4.1917e-01	1.000000
TMEM126A	10	4.1917e-01	1.000000
FHL2	10	4.1917e-01	1.000000
MSX2	10	4.1917e-01	1.000000
HNF1B	10	4.1917e-01	1.000000
TICRR	10	4.1917e-01	1.000000
TTF1	10	4.1917e-01	1.000000
ADARB2	10	4.1917e-01	1.000000
BCCIP	10	4.1917e-01	1.000000
RPS29	17	4.1984e-01	1.000000
RASA1	10	4.2664e-01	1.000000
TCEAL4	10	4.2664e-01	1.000000
RABL6	10	4.2664e-01	1.000000
ZBTB10	10	4.2664e-01	1.000000
PSMD2	10	4.2664e-01	1.000000
CENPI	10	4.2664e-01	1.000000
GUCY2C	10	4.2664e-01	1.000000
RPS6KA6	10	4.2664e-01	1.000000
XRCC6BP1	10	4.2664e-01	1.000000
NECAB1	10	4.2664e-01	1.000000
ZNF333	10	4.2664e-01	1.000000
ZNF697	10	4.2664e-01	1.000000
TRPS1	10	4.2664e-01	1.000000
CCDC114	10	4.2664e-01	1.000000
ASF1B	10	4.2664e-01	1.000000
CMAS	10	4.2664e-01	1.000000
FAM69C	10	4.2664e-01	1.000000
TSC2	10	4.2664e-01	1.000000
OPTN	10	4.2664e-01	1.000000
ITPR3	10	4.2664e-01	1.000000
PPT1	10	4.2664e-01	1.000000
FAM71D	10	4.2664e-01	1.000000
ZNF506	10	4.2664e-01	1.000000
ELL3	10	4.2664e-01	1.000000
PLCG1	10	4.3486e-01	1.000000
